species,speccode,class,order,family,acc_name,match_type,confidence,gbif_key,synonym_of
Pterocaesio tile,939,Teleostei,Eupercaria/misc,Lutjanidae,"Pterocaesio tile (Cuvier, 1830)",EXACT,99,2374759,
Pterocaesio trilineata,1886,Teleostei,Eupercaria/misc,Lutjanidae,"Pterocaesio trilineata Carpenter, 1987",EXACT,99,2374744,
Symphorichthys spilurus,214,Teleostei,Eupercaria/misc,Lutjanidae,"Symphorichthys spilurus (Günther, 1874)",EXACT,99,2384695,
Symphorus nematophorus,215,Teleostei,Eupercaria/misc,Lutjanidae,"Symphorus nematophorus (Bleeker, 1860)",EXACT,99,2385261,
Coelorinchus commutabilis,52159,Teleostei,Gadiformes,Macrouridae,"Coelorinchus commutabilis Smith & Radcliffe, 1912",EXACT,99,2416364,
Malacocephalus laevis,4989,Teleostei,Gadiformes,Macrouridae,"Malacocephalus laevis (Lowe, 1843)",EXACT,99,5215092,
Nezumia evides,58862,Teleostei,Gadiformes,Macrouridae,"Nezumia evides (Gilbert & Hubbs, 1920)",EXACT,99,2416885,
Nezumia infranudis,52382,Teleostei,Gadiformes,Macrouridae,"Nezumia infranudis (Gilbert & Hubbs, 1920)",EXACT,99,2416917,
Ventrifossa petersonii,8694,Teleostei,Gadiformes,Macrouridae,"Ventrifossa petersonii (Alcock, 1891)",EXACT,99,2417010,
Macrognathus aculeatus,5152,Teleostei,Synbranchiformes,Mastacembelidae,"Macrognathus aculeatus (Bloch, 1786)",EXACT,99,5204062,
Macrognathus circumcinctus,55327,Teleostei,Synbranchiformes,Mastacembelidae,"Macrognathus circumcinctus (Hora, 1924)",EXACT,99,5204067,
Macrognathus keithi,25156,Teleostei,Synbranchiformes,Mastacembelidae,"Macrognathus keithi (Herre, 1940)",EXACT,99,5204065,
Macrognathus maculatus,25157,Teleostei,Synbranchiformes,Mastacembelidae,"Macrognathus maculatus (Cuvier, 1832)",EXACT,99,5204053,
Mastacembelus armatus,10140,Teleostei,Synbranchiformes,Mastacembelidae,"Mastacembelus armatus (Lacepède, 1800)",EXACT,99,2351784,
Mastacembelus erythrotaenia,12026,Teleostei,Synbranchiformes,Mastacembelidae,"Mastacembelus erythrotaenia Bleeker, 1850",EXACT,99,2351804,
Mastacembelus notophthalmus,25158,Teleostei,Synbranchiformes,Mastacembelidae,"Mastacembelus notophthalmus Roberts, 1989",EXACT,99,2351732,
Mastacembelus unicolor,25160,Teleostei,Synbranchiformes,Mastacembelidae,"Mastacembelus unicolor Cuvier, 1832",EXACT,98,9413706,
Megalops cyprinoides,227,Teleostei,Elopiformes,Megalopidae,"Megalops cyprinoides (Broussonet, 1782)",EXACT,99,5203127,
Mene maculata,390,Teleostei,Carangaria/misc,Menidae,"Mene maculata (Bloch & Schneider, 1801)",EXACT,99,2391421,
Parioglossus raoi,15881,Teleostei,Gobiiformes,Microdesmidae,"Parioglossus raoi (Herre, 1939)",EXACT,99,2385781,
Ptereleotris microlepis,4381,Teleostei,Gobiiformes,Microdesmidae,"Ptereleotris microlepis (Bleeker, 1856)",EXACT,99,2385801,
Mobula eregoodoo,25622,Elasmobranchii,Myliobatiformes,Mobulidae,"Mobula eregoodoo (Bleeker, 1859)",EXACT,97,2419209,
Mobula kuhlii,27177,Elasmobranchii,Myliobatiformes,Mobulidae,"Mobula kuhlii (Müller & Henle, 1841)",EXACT,98,2419221,
Mobula mobular,7618,Elasmobranchii,Myliobatiformes,Mobulidae,"Mobula mobular (Bonnaterre, 1788)",EXACT,99,2419188,
Masturus lanceolatus,10207,Teleostei,Tetraodontiformes,Molidae,"Masturus lanceolatus (Liénard, 1840)",EXACT,99,2407925,
Mola mola,1732,Teleostei,Tetraodontiformes,Molidae,"Mola mola (Linnaeus, 1758)",EXACT,99,5213725,
Acreichthys tomentosus,7849,Teleostei,Tetraodontiformes,Monacanthidae,"Acreichthys tomentosus (Linnaeus, 1758)",EXACT,99,2406930,
Aluterus monoceros,4274,Teleostei,Tetraodontiformes,Monacanthidae,"Aluterus monoceros (Linnaeus, 1758)",EXACT,99,2406708,
Aluterus scriptus,4275,Teleostei,Tetraodontiformes,Monacanthidae,"Aluterus scriptus (Osbeck, 1765)",EXACT,99,2406721,
Anacanthus barbatus,8178,Teleostei,Tetraodontiformes,Monacanthidae,"Anacanthus barbatus Gray, 1830",EXACT,99,5213465,
Chaetodermis penicilligerus,7975,Teleostei,Tetraodontiformes,Monacanthidae,"Chaetodermis penicilligerus (Cuvier, 1816)",EXACT,99,2406690,
Monacanthus chinensis,7976,Teleostei,Tetraodontiformes,Monacanthidae,"Monacanthus chinensis (Osbeck, 1765)",EXACT,99,2406878,
Paramonacanthus choirocephalus,26659,Teleostei,Tetraodontiformes,Monacanthidae,"Paramonacanthus choirocephalus (Bleeker, 1851)",EXACT,99,5213418,
Paramonacanthus japonicus,7977,Teleostei,Tetraodontiformes,Monacanthidae,"Paramonacanthus japonicus (Tilesius, 1809)",EXACT,99,5213424,
Paramonacanthus sulcatus,54598,Teleostei,Tetraodontiformes,Monacanthidae,"Paramonacanthus sulcatus (Hollard, 1854)",EXACT,99,5213432,
Pervagor nigrolineatus,4371,Teleostei,Tetraodontiformes,Monacanthidae,"Pervagor nigrolineatus (Herre, 1927)",EXACT,99,2406806,
Pseudomonacanthus macrurus,10598,Teleostei,Tetraodontiformes,Monacanthidae,"Pseudomonacanthus macrurus (Bleeker, 1856)",EXACT,99,2407022,
Rudarius excelsus,7988,Teleostei,Tetraodontiformes,Monacanthidae,"Rudarius excelsus Hutchins, 1977",EXACT,99,2407031,
Rudarius minutus,7989,Teleostei,Tetraodontiformes,Monacanthidae,"Rudarius minutus Tyler, 1970",EXACT,99,2407034,
Thamnaconus modestus,6611,Teleostei,Tetraodontiformes,Monacanthidae,"Thamnaconus modestus (Günther, 1877)",EXACT,99,2406652,
Thamnaconus tessellatus,8302,Teleostei,Tetraodontiformes,Monacanthidae,"Thamnaconus tessellatus (Günther, 1880)",EXACT,99,2406670,
Monocentris japonica,8183,Teleostei,Trachichthyiformes,Monocentridae,"Monocentris japonica (Houttuyn, 1782)",EXACT,99,2356699,
Monodactylus argenteus,5807,Teleostei,Eupercaria/misc,Monodactylidae,"Monodactylus argenteus (Linnaeus, 1758)",EXACT,99,5211117,
Ellochelon vaigiensis,5656,Teleostei,Mugiliformes,Mugilidae,"Ellochelon vaigiensis (Quoy & Gaimard, 1825)",EXACT,99,2400831,
Moolgarda seheli,5659,Teleostei,Mugiliformes,Mugilidae,"Moolgarda seheli (Forsskål, 1775)",EXACT,98,2401003,9483055
Mugil cephalus,785,Teleostei,Mugiliformes,Mugilidae,"Mugil cephalus Linnaeus, 1758",EXACT,99,8189568,
Osteomugil cunnesius,4700,Teleostei,Mugiliformes,Mugilidae,"Osteomugil cunnesius (Valenciennes, 1836)",EXACT,99,9446723,
Osteomugil speigleri,8320,Teleostei,Mugiliformes,Mugilidae,"Osteomugil speigleri (Bleeker, 1858)",EXACT,98,11282482,2400988
Paramugil parmatus,15785,Teleostei,Mugiliformes,Mugilidae,"Paramugil parmatus (Cantor, 1849)",EXACT,99,2400853,
Planiliza melinoptera,5655,Teleostei,Mugiliformes,Mugilidae,"Planiliza melinopterus (Valenciennes, 1836)",FUZZY,96,9520622,
Planiliza planiceps,4820,Teleostei,Mugiliformes,Mugilidae,"Planiliza planiceps (Valenciennes, 1836)",EXACT,98,11353009,5961134
Planiliza subviridis,4819,Teleostei,Mugiliformes,Mugilidae,"Planiliza subviridis (Valenciennes, 1836)",EXACT,99,9558403,
Mulloidichthys flavolineatus,5983,Teleostei,Mulliformes,Mullidae,"Mulloidichthys flavolineatus (Lacepède, 1801)",EXACT,99,2396835,
Parupeneus barberinus,5987,Teleostei,Mulliformes,Mullidae,"Parupeneus barberinus (Lacepède, 1801)",EXACT,99,2396650,
Parupeneus crassilabris,60947,Teleostei,Mulliformes,Mullidae,"Parupeneus crassilabris (Valenciennes, 1831)",EXACT,99,2396740,
Parupeneus cyclostomus,5990,Teleostei,Mulliformes,Mullidae,"Parupeneus cyclostomus (Lacepède, 1801)",EXACT,99,2396655,
Parupeneus heptacantha,5991,Teleostei,Mulliformes,Mullidae,"Parupeneus heptacanthus (Lacepède, 1802)",FUZZY,96,2396606,
Parupeneus indicus,5992,Teleostei,Mulliformes,Mullidae,"Parupeneus indicus (Shaw, 1803)",EXACT,99,2396727,
Parupeneus pleurostigma,5994,Teleostei,Mulliformes,Mullidae,"Parupeneus pleurostigma (Bennett, 1831)",EXACT,99,2396678,
Upeneus guttatus,62425,Teleostei,Mulliformes,Mullidae,"Upeneus guttatus (Day, 1868)",EXACT,99,2396781,
Upeneus japonicus,7879,Teleostei,Mulliformes,Mullidae,"Upeneus japonicus (Houttuyn, 1782)",EXACT,99,2396802,
Upeneus moluccensis,4444,Teleostei,Mulliformes,Mullidae,"Upeneus moluccensis (Bleeker, 1855)",EXACT,99,2396768,
Upeneus sulphureus,4445,Teleostei,Mulliformes,Mullidae,"Upeneus sulphureus Cuvier, 1829",EXACT,99,2396798,
Upeneus sundaicus,6643,Teleostei,Mulliformes,Mullidae,"Upeneus sundaicus (Bleeker, 1855)",EXACT,99,2396787,
Upeneus taeniopterus,5995,Teleostei,Mulliformes,Mullidae,"Upeneus taeniopterus Cuvier, 1829",EXACT,99,2396795,
Upeneus tragula,5443,Teleostei,Mulliformes,Mullidae,"Upeneus tragula Richardson, 1846",EXACT,99,2396757,
Upeneus vittatus,4821,Teleostei,Mulliformes,Mullidae,"Upeneus vittatus (Forsskål, 1775)",EXACT,99,2396762,
Congresox talabon,11701,Teleostei,Anguilliformes,Muraenesocidae,"Congresox talabon (Cuvier, 1829)",EXACT,99,2405393,
Muraenesox bagio,5514,Teleostei,Anguilliformes,Muraenesocidae,"Muraenesox bagio (Hamilton, 1822)",EXACT,99,2405368,
Muraenesox cinereus,298,Teleostei,Anguilliformes,Muraenesocidae,"Muraenesox cinereus (Forsskål, 1775)",EXACT,99,2405369,
Echidna nebulosa,5388,Teleostei,Anguilliformes,Muraenidae,"Echidna nebulosa (Ahl, 1789)",EXACT,99,5213106,
Gymnothorax favagineus,5391,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax favagineus Bloch & Schneider, 1801",EXACT,99,2404048,
Gymnothorax fimbriatus,6495,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax fimbriatus (Bennett, 1832)",EXACT,99,2403892,
Gymnothorax herrei,7491,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax herrei Beebe & Tee-Van, 1933",EXACT,99,2403945,
Gymnothorax isingteena,58603,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax isingteena (Richardson, 1845)",EXACT,98,2403959,
Gymnothorax javanicus,6380,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax javanicus (Bleeker, 1859)",EXACT,99,2403808,
Gymnothorax monochrous,7285,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax monochrous (Bleeker, 1856)",EXACT,99,2403841,
Gymnothorax pictus,6395,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax pictus (Ahl, 1789)",EXACT,99,2403789,
Gymnothorax polyuranodon,17227,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax polyuranodon (Bleeker, 1854)",EXACT,99,2403918,
Gymnothorax punctatofasciatus,27341,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax punctatofasciatus Bleeker, 1863",EXACT,99,2403765,
Gymnothorax thyrsoideus,8252,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax thyrsoideus (Richardson, 1845)",EXACT,99,2403908,
Gymnothorax tile,17266,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax tile (Hamilton, 1822)",EXACT,99,2403936,
Gymnothorax undulatus,4905,Teleostei,Anguilliformes,Muraenidae,"Gymnothorax undulatus (Lacepède, 1803)",EXACT,99,2403755,
Strophidon dorsalis,58586,Teleostei,Anguilliformes,Muraenidae,"Strophidon dorsalis (Seale, 1917)",EXACT,98,8683359,2403968
Diaphus dahlgreni,59136,Teleostei,Myctophiformes,Myctophidae,"Diaphus dahlgreni Fowler, 1934",EXACT,99,2406314,
Aetomylaeus maculatus,12594,Elasmobranchii,Myliobatiformes,Myliobatidae,"Aetomylaeus maculatus (Gray, 1834)",EXACT,99,2419269,
Aetomylaeus milvus,12597,Elasmobranchii,Myliobatiformes,Myliobatidae,"Aetomylaeus milvus (Müller & Henle, 1841)",EXACT,98,2419264,
Aetomylaeus nichofii,10120,Elasmobranchii,Myliobatiformes,Myliobatidae,"Aetomylaeus nichofii (Bloch & Schneider, 1801)",EXACT,99,2419258,
Aetomylaeus vespertilio,12599,Elasmobranchii,Myliobatiformes,Myliobatidae,"Aetomylaeus vespertilio (Bleeker, 1852)",EXACT,99,2419252,
Nandus nandus,10260,Teleostei,Anabantiformes,Nandidae,"Nandus nandus (Hamilton, 1822)",EXACT,99,2399366,
Nandus nebulosus,12368,Teleostei,Anabantiformes,Nandidae,"Nandus nebulosus (Gray, 1835)",EXACT,99,2399363,
Nandus prolixus,62886,Teleostei,Anabantiformes,Nandidae,"Nandus prolixus Chakrabarty, Oldfield & Ng, 2006",EXACT,99,2399360,
Narcine brunnea,15444,Elasmobranchii,Torpediniformes,Narcinidae,"Narcine brunnea Annandale, 1909",EXACT,99,2417766,
Narcine maculata,53950,Elasmobranchii,Torpediniformes,Narcinidae,"Narcine maculata (Shaw, 1804)",EXACT,99,2417760,
Narcine timlei,8206,Elasmobranchii,Torpediniformes,Narcinidae,"Narcine timlei (Bloch & Schneider, 1801)",EXACT,99,2417758,
Narke dipterygia,13689,Elasmobranchii,Torpediniformes,Narkidae,"Narke dipterygia (Bloch & Schneider, 1801)",EXACT,99,2419760,
Temera hardwickii,8400,Elasmobranchii,Torpediniformes,Narkidae,"Temera hardwickii Gray, 1831",EXACT,99,2419766,
Nemacheilus elegantissimus,27464,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus elegantissimus Chin & Samat, 1992",EXACT,99,5205270,
Nemacheilus kapuasensis,22974,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus kapuasensis Kottelat, 1984",EXACT,99,5205263,
Nemacheilus longipectoralis,22978,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus longipectoralis Popta, 1905",EXACT,99,5205318,
Nemacheilus masyae,12268,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus masyae Smith, 1933",EXACT,99,5205231,
Nemacheilus olivaceus,5428,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus olivaceus Boulenger, 1894",EXACT,99,5205246,
Nemacheilus paucimaculatus,66268,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus paucimaculatus Bohlen & Ŝlechtová, 2011",EXACT,99,7193542,
Nemacheilus saravacensis,22981,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus saravacensis Boulenger, 1894",EXACT,99,5205295,
Nemacheilus selangoricus,12270,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus selangoricus Duncker, 1904",EXACT,99,5205324,
Nemacheilus spiniferus,22982,Teleostei,Cypriniformes,Nemacheilidae,"Nemacheilus spiniferus Kottelat, 1984",EXACT,99,5205275,
