species,speccode,class,order,family
Tripodichthys oxycephalus,15229,Teleostei,Tetraodontiformes,Triacanthidae
Triacanthodes anomalus,7622,Teleostei,Tetraodontiformes,Triacanthodidae
Mustelus mosis,5942,Elasmobranchii,Carcharhiniformes,Triakidae
Benthodesmus suluensis,8555,Teleostei,Scombriformes,Trichiuridae
Benthodesmus tenuis,8563,Teleostei,Scombriformes,Trichiuridae
Benthodesmus vityazi,8566,Teleostei,Scombriformes,Trichiuridae
Eupleurogrammus glossodon,8567,Teleostei,Scombriformes,Trichiuridae
Eupleurogrammus muticus,8244,Teleostei,Scombriformes,Trichiuridae
Lepturacanthus savala,8314,Teleostei,Scombriformes,Trichiuridae
Tentoriceps cristatus,7947,Teleostei,Scombriformes,Trichiuridae
Trichiurus lepturus,1288,Teleostei,Scombriformes,Trichiuridae
Lepidotrigla abyssalis,24016,Teleostei,Perciformes/Scorpaenoidei,Triglidae
Lepidotrigla japonica,10439,Teleostei,Perciformes/Scorpaenoidei,Triglidae
Lepidotrigla spiloptera,10366,Teleostei,Perciformes/Scorpaenoidei,Triglidae
Pterygotrigla hemisticta,8285,Teleostei,Perciformes/Scorpaenoidei,Triglidae
Ceratobregma helenae,46902,Teleostei,Blenniiformes,Tripterygiidae
Enneapterygius cerasinus,51559,Teleostei,Blenniiformes,Tripterygiidae
Enneapterygius minutus,14198,Teleostei,Blenniiformes,Tripterygiidae
Enneapterygius pallidoserialis,51550,Teleostei,Blenniiformes,Tripterygiidae
Enneapterygius similis,51558,Teleostei,Blenniiformes,Tripterygiidae
Helcogramma capidata,8502,Teleostei,Blenniiformes,Tripterygiidae
Helcogramma fuscipectoris,51563,Teleostei,Blenniiformes,Tripterygiidae
Helcogramma springeri,8511,Teleostei,Blenniiformes,Tripterygiidae
Helcogramma trigloides,23562,Teleostei,Blenniiformes,Tripterygiidae
Ucla xenogrammus,47204,Teleostei,Blenniiformes,Tripterygiidae
Ichthyscopus malacopterus,62129,Teleostei,Perciformes/Uranoscopoidei,Uranoscopidae
Uranoscopus bicinctus,7621,Teleostei,Perciformes/Uranoscopoidei,Uranoscopidae
Uranoscopus cognatus,10549,Teleostei,Perciformes/Uranoscopoidei,Uranoscopidae
Uranoscopus oligolepis,8303,Teleostei,Perciformes/Uranoscopoidei,Uranoscopidae
Vaillantella euepiptera,22999,Teleostei,Cypriniformes,Vaillantellidae
Vaillantella maassi,23000,Teleostei,Cypriniformes,Vaillantellidae
Ctenopharyngodon idella,79,Teleostei,Cypriniformes,Xenocyprididae
Hypophthalmichthys molitrix,274,Teleostei,Cypriniformes,Xenocyprididae
Hypophthalmichthys nobilis,275,Teleostei,Cypriniformes,Xenocyprididae
Macrochirichthys macrochirus,4949,Teleostei,Cypriniformes,Xenocyprididae
Mylopharyngodon piceus,4602,Teleostei,Cypriniformes,Xenocyprididae
Oxygaster anomalura,17449,Teleostei,Cypriniformes,Xenocyprididae
Parachela hypophthalmus,17450,Teleostei,Cypriniformes,Xenocyprididae
Parachela maculicauda,27042,Teleostei,Cypriniformes,Xenocyprididae
Parachela oxygastroides,4947,Teleostei,Cypriniformes,Xenocyprididae
Paralaubuca typus,27025,Teleostei,Cypriniformes,Xenocyprididae
Rasborichthys helfrichii,22646,Teleostei,Cypriniformes,Xenocyprididae
Xiphias gladius,226,Teleostei,Carangiformes,Xiphiidae
Zeus faber,1370,Teleostei,Zeiformes,Zeidae
Dermogenys bispina,61565,Teleostei,Beloniformes,Zenarchopteridae
Dermogenys collettei,61568,Teleostei,Beloniformes,Zenarchopteridae
Dermogenys pusilla,11298,Teleostei,Beloniformes,Zenarchopteridae
Hemirhamphodon byssus,67144,Teleostei,Beloniformes,Zenarchopteridae
Hemirhamphodon kuekenthali,24747,Teleostei,Beloniformes,Zenarchopteridae
Hemirhamphodon pogonognathus,15900,Teleostei,Beloniformes,Zenarchopteridae
Zenarchopterus buffonis,17041,Teleostei,Beloniformes,Zenarchopteridae
Zenarchopterus dispar,9648,Teleostei,Beloniformes,Zenarchopteridae
Zenarchopterus ectuntio,24760,Teleostei,Beloniformes,Zenarchopteridae
Zenarchopterus gilli,17112,Teleostei,Beloniformes,Zenarchopteridae
Zenarchopterus striga,25052,Teleostei,Beloniformes,Zenarchopteridae
